Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI
A9013,Female,Leuks,10yrs,290418,353,12.158,11.55,12.765,205185,219,10.693,10.158,11.228,58462,91,15.635,14.853,16.417,17937,18,9.974,9.475,10.472,7087,,,,,1747,,,,
A9017,Female,Leuks,10yrs,324159,386,11.905,11.309,12.5,137444,203,14.74,14.003,15.476,178143,137,7.704,7.319,8.089,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Leuks,10yrs,357225,367,10.27,9.757,10.784,85151,113,13.322,12.656,13.988,261232,272,10.399,9.879,10.919,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Leuks,10yrs,321590,415,12.895,12.25,13.539,187481,247,13.195,12.535,13.854,121828,148,12.188,11.578,12.797,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Leuks,10yrs,311939,452,14.491,13.766,15.215,212625,219,10.312,9.796,10.827,78027,69,8.808,8.367,9.248,13440,18,13.031,12.379,13.683,6371,,,,,1476,,,,
Statewide,Male,Leuks,10yrs,22132383,22859,10.328,9.812,10.845,13591875,27432,20.182,19.173,21.192,6949759,7379,10.618,10.087,11.148,1055567,1969,18.653,17.72,19.585,385415,457,11.856,11.264,12.449,149767,131,8.728,8.292,9.164
A9010,Male,Leuks,10yrs,298401,584,19.586,18.607,20.565,196992,468,23.767,22.578,24.955,80459,121,15.068,14.315,15.822,12252,16,12.955,12.307,13.603,7409,17,22.815,21.674,23.956,1289,,,,
A9013,Male,Leuks,10yrs,288663,598,20.712,19.677,21.748,205005,485,23.679,22.495,24.863,54492,124,22.814,21.673,23.954,22554,22,9.785,9.295,10.274,5194,,,,,1418,,,,
A9017,Male,Leuks,10yrs,305440,751,24.577,23.348,25.806,137628,297,21.569,20.491,22.647,159196,230,14.456,13.733,15.179,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Leuks,10yrs,301581,338,11.208,10.648,11.768,78547,160,20.368,19.349,21.386,211739,428,20.201,19.191,21.211,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Leuks,10yrs,299120,544,18.202,17.291,19.112,178944,353,19.741,18.754,20.728,107536,247,22.97,21.822,24.119,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Leuks,10yrs,295287,378,12.789,12.15,13.429,207017,182,8.809,8.369,9.25,66385,136,20.44,19.418,21.462,16037,41,25.41,24.14,26.681,4430,,,,,1418,,,,
Statewide,Both,Oral,10yrs,45276693,57042,12.599,11.969,13.229,27625124,45465,16.458,15.635,17.281,14624771,19218,13.14,12.483,13.797,1941158,2112,10.88,10.336,11.423,781616,1280,16.382,15.563,17.201,304024,384,12.629,11.998,13.26
A9010,Both,Oral,10yrs,629987,515,8.181,7.772,8.59,416483,373,8.966,8.518,9.415,172988,190,10.961,10.413,11.509,22685,35,15.331,14.564,16.097,14872,,,,,2959,,,,
A9013,Both,Oral,10yrs,579080,625,10.794,10.255,11.334,410189,555,13.519,12.843,14.195,112954,171,15.172,14.414,15.931,40491,35,8.645,8.213,9.077,12281,,,,,3165,,,,
A9017,Both,Oral,10yrs,629599,714,11.348,10.781,11.915,275072,292,10.623,10.092,11.154,337339,420,12.457,11.834,13.079,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Oral,10yrs,658806,845,12.822,12.181,13.463,163699,179,10.939,10.392,11.486,472971,308,6.521,6.195,6.847,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Oral,10yrs,620709,849,13.684,13,14.368,366425,283,7.736,7.349,8.123,229364,259,11.294,10.729,11.859,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Oral,10yrs,607227,535,8.808,8.367,9.248,419643,611,14.557,13.829,15.284,144412,116,8.057,7.654,8.46,29477,30,10.131,9.625,10.638,10801,,,,,2894,,,,
Statewide,Female,Oral,10yrs,23144310,5872,2.537,2.41,2.664,14033249,3753,2.674,2.541,2.808,7675012,1845,2.404,2.284,2.524,885591,450,5.08,4.826,5.334,396201,317,8.005,7.604,8.405,154257,120,7.779,7.39,8.168
A9010,Female,Oral,10yrs,331586,245,7.4,7.03,7.77,219491,173,7.895,7.5,8.289,92529,47,5.107,4.852,5.362,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Oral,10yrs,290418,179,6.165,5.856,6.473,205185,55,2.682,2.547,2.816,58462,33,5.712,5.426,5.997,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Oral,10yrs,324159,76,2.349,2.232,2.467,137444,105,7.65,7.267,8.032,178143,153,8.562,8.134,8.99,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Oral,10yrs,357225,254,7.102,6.747,7.458,85151,27,3.187,3.028,3.347,261232,56,2.143,2.036,2.25,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Oral,10yrs,321590,199,6.197,5.887,6.507,187481,101,5.388,5.119,5.658,121828,104,8.554,8.126,8.981,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Oral,10yrs,311939,204,6.538,6.211,6.865,212625,49,2.283,2.169,2.398,78027,59,7.565,7.187,7.943,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Oral,10yrs,22132383,45339,20.485,19.461,21.51,13591875,28429,20.916,19.871,21.962,6949759,17634,25.373,24.104,26.642,1055567,1434,13.581,12.902,14.26,385415,701,18.188,17.279,19.098,149767,246,16.446,15.624,17.269
A9010,Male,Oral,10yrs,298401,724,24.269,23.056,25.483,196992,455,23.081,21.927,24.235,80459,179,22.214,21.103,23.324,12252,19,15.654,14.871,16.436,7409,,,,,1289,,,,
A9013,Male,Oral,10yrs,288663,380,13.169,12.511,13.827,205005,392,19.103,18.148,20.058,54492,127,23.298,22.133,24.463,22554,36,15.792,15.002,16.581,5194,,,,,1418,,,,
A9017,Male,Oral,10yrs,305440,854,27.954,26.556,29.352,137628,262,19.054,18.102,20.007,159196,360,22.594,21.465,23.724,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Oral,10yrs,301581,374,12.41,11.79,13.031,78547,132,16.854,16.012,17.697,211739,220,10.409,9.889,10.93,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Oral,10yrs,299120,565,18.882,17.937,19.826,178944,384,21.47,20.397,22.544,107536,240,22.325,21.208,23.441,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Oral,10yrs,295287,504,17.057,16.204,17.91,207017,582,28.128,26.721,29.534,66385,154,23.17,22.011,24.328,16037,19,11.747,11.159,12.334,4430,,,,,1418,,,,
Statewide,Both,Thyroid,10yrs,45276693,58290,12.874,12.23,13.518,27625124,40470,14.65,13.917,15.382,14624771,23790,16.267,15.453,17.08,1941158,3103,15.988,15.188,16.787,781616,1274,16.304,15.489,17.12,304024,501,16.487,15.663,17.312
A9010,Both,Thyroid,10yrs,629987,688,10.916,10.371,11.462,416483,617,14.804,14.064,15.544,172988,180,10.385,9.866,10.904,22685,30,13.382,12.713,14.051,14872,16,10.995,10.445,11.545,2959,,,,
A9013,Both,Thyroid,10yrs,579080,567,9.796,9.306,10.286,410189,348,8.488,8.063,8.912,112954,181,16.008,15.208,16.809,40491,38,9.419,8.948,9.89,12281,,,,,3165,,,,
A9017,Both,Thyroid,10yrs,629599,1070,17.001,16.151,17.851,275072,347,12.622,11.991,13.253,337339,432,12.796,12.156,13.436,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Thyroid,10yrs,658806,999,15.161,14.403,15.919,163699,241,14.719,13.983,15.455,472971,492,10.403,9.882,10.923,13549,23,16.99,16.141,17.84,6262,,,,,2325,,,,
A9034,Both,Thyroid,10yrs,620709,1020,16.434,15.612,17.256,366425,591,16.126,15.32,16.933,229364,399,17.414,16.543,18.285,14709,23,15.461,14.688,16.234,7152,,,,,3059,,,,
A9038,Both,Thyroid,10yrs,607227,686,11.296,10.731,11.861,419643,640,15.242,14.48,16.004,144412,187,12.928,12.282,13.574,29477,36,12.298,11.683,12.913,10801,,,,,2894,,,,
Statewide,Female,Thyroid,10yrs,23144310,53529,23.128,21.972,24.285,14033249,19314,13.763,13.075,14.451,7675012,15388,20.049,19.046,21.051,885591,1634,18.454,17.532,19.377,396201,678,17.12,16.264,17.976,154257,175,11.333,10.767,11.9
A9010,Female,Thyroid,10yrs,331586,390,11.751,11.164,12.339,219491,208,9.498,9.023,9.973,92529,231,25.01,23.76,26.261,10433,20,18.951,18.003,19.898,7463,,,,,1671,,,,
A9013,Female,Thyroid,10yrs,290418,377,12.981,12.332,13.63,205185,272,13.275,12.611,13.939,58462,116,19.874,18.88,20.867,17937,19,10.871,10.327,11.414,7087,,,,,1747,,,,
A9017,Female,Thyroid,10yrs,324159,395,12.171,11.562,12.78,137444,360,26.209,24.898,27.519,178143,348,19.54,18.563,20.517,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Thyroid,10yrs,357225,912,25.54,24.263,26.817,85151,186,21.857,20.764,22.95,261232,682,26.125,24.819,27.431,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Thyroid,10yrs,321590,574,17.843,16.951,18.735,187481,463,24.707,23.471,25.942,121828,248,20.34,19.323,21.357,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Thyroid,10yrs,311939,667,21.393,20.324,22.463,212625,389,18.29,17.375,19.204,78027,103,13.174,12.515,13.832,13440,,,,,6371,16,24.638,23.406,25.87,1476,,,,
Statewide,Male,Thyroid,10yrs,22132383,14888,6.727,6.391,7.063,13591875,13179,9.696,9.212,10.181,6949759,3775,5.432,5.16,5.703,1055567,417,3.946,3.749,4.143,385415,227,5.902,5.607,6.197,149767,124,8.258,7.846,8.671
A9010,Male,Thyroid,10yrs,298401,266,8.902,8.457,9.347,196992,126,6.39,6.071,6.71,80459,71,8.863,8.42,9.306,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Thyroid,10yrs,288663,258,8.921,8.475,9.367,205005,182,8.879,8.435,9.323,54492,29,5.35,5.083,5.618,22554,,,,,5194,,,,,1418,,,,
A9017,Male,Thyroid,10yrs,305440,233,7.619,7.238,8,137628,87,6.336,6.019,6.653,159196,82,5.12,4.864,5.376,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Thyroid,10yrs,301581,107,3.554,3.376,3.732,78547,73,9.26,8.797,9.723,211739,172,8.1,7.695,8.505,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Thyroid,10yrs,299120,239,7.984,7.585,8.383,178944,129,7.196,6.836,7.555,107536,96,8.931,8.484,9.377,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Thyroid,10yrs,295287,224,7.579,7.2,7.958,207017,145,7.028,6.677,7.38,66385,26,3.99,3.79,4.189,16037,,,,,4430,,,,,1418,,,,
Statewide,Female,Uterine,10yrs,23144310,52965,22.885,21.741,24.029,14033249,18550,13.219,12.558,13.88,7675012,19119,24.91,23.665,26.156,885591,2228,25.162,23.904,26.421,396201,754,19.019,18.068,19.97,154257,263,17.065,16.212,17.919
A9010,Female,Uterine,10yrs,331586,654,19.711,18.725,20.696,219491,300,13.649,12.966,14.331,92529,145,15.662,14.879,16.445,10433,26,25.384,24.114,26.653,7463,,,,,1671,,,,
A9013,Female,Uterine,10yrs,290418,500,17.219,16.358,18.08,205185,442,21.563,20.485,22.642,58462,94,16.017,15.216,16.818,17937,33,18.602,17.672,19.532,7087,,,,,1747,,,,
A9017,Female,Uterine,10yrs,324159,621,19.171,18.213,20.13,137444,176,12.783,12.144,13.422,178143,316,17.734,16.847,18.621,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Uterine,10yrs,357225,657,18.392,17.472,19.311,85151,220,25.815,24.524,27.106,261232,673,25.769,24.481,27.058,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Uterine,10yrs,321590,801,24.906,23.66,26.151,187481,236,12.605,11.975,13.235,121828,216,17.741,16.854,18.628,7004,17,24.017,22.816,25.218,3785,,,,,1492,,,,
A9038,Female,Uterine,10yrs,311939,509,16.324,15.508,17.14,212625,497,23.391,22.221,24.56,78027,153,19.573,18.595,20.552,13440,33,24.257,23.044,25.47,6371,,,,,1476,,,,
Statewide,Both,Liver,10yrs,45276693,48999,10.822,10.281,11.363,27625124,22477,8.136,7.73,8.543,14624771,8773,5.998,5.699,6.298,1941158,1433,7.382,7.013,7.751,781616,594,7.598,7.218,7.978,304024,206,6.779,6.44,7.118
A9010,Both,Liver,10yrs,629987,834,13.241,12.579,13.903,416483,397,9.537,9.06,10.014,172988,151,8.743,8.306,9.18,22685,19,8.378,7.959,8.797,14872,,,,,2959,,,,
A9013,Both,Liver,10yrs,579080,647,11.165,10.607,11.723,410189,238,5.796,5.507,6.086,112954,96,8.459,8.036,8.882,40491,41,10.231,9.72,10.743,12281,,,,,3165,,,,
A9017,Both,Liver,10yrs,629599,322,5.11,4.854,5.365,275072,161,5.863,5.57,6.156,337339,352,10.432,9.91,10.954,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Liver,10yrs,658806,914,13.87,13.177,14.564,163699,223,13.617,12.936,14.298,472971,418,8.827,8.386,9.269,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Liver,10yrs,620709,564,9.085,8.631,9.54,366425,312,8.515,8.089,8.941,229364,146,6.345,6.027,6.662,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Liver,10yrs,607227,691,11.382,10.813,11.951,419643,357,8.508,8.082,8.933,144412,87,6.058,5.755,6.361,29477,28,9.63,9.148,10.111,10801,,,,,2894,,,,
Statewide,Female,Liver,10yrs,23144310,8274,3.575,3.396,3.754,14033249,6185,4.407,4.187,4.628,7675012,5256,6.848,6.505,7.19,885591,489,5.517,5.241,5.793,396201,141,3.551,3.373,3.728,154257,98,6.366,6.048,6.685
A9010,Female,Liver,10yrs,331586,94,2.831,2.689,2.972,219491,65,2.944,2.797,3.091,92529,45,4.899,4.654,5.144,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Liver,10yrs,290418,99,3.396,3.226,3.566,205185,75,3.678,3.494,3.862,58462,31,5.375,5.106,5.643,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Liver,10yrs,324159,188,5.787,5.498,6.077,137444,44,3.176,3.017,3.335,178143,102,5.753,5.465,6.041,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Liver,10yrs,357225,241,6.757,6.419,7.095,85151,35,4.054,3.851,4.256,261232,72,2.775,2.636,2.914,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Liver,10yrs,321590,159,4.951,4.703,5.198,187481,74,3.937,3.74,4.133,121828,20,1.668,1.584,1.751,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Liver,10yrs,311939,125,4.012,3.811,4.212,212625,51,2.401,2.281,2.521,78027,29,3.753,3.565,3.941,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Liver,10yrs,22132383,27291,12.331,11.714,12.947,13591875,24533,18.05,17.148,18.953,6949759,16286,23.434,22.262,24.605,1055567,860,8.15,7.742,8.557,385415,568,14.735,13.998,15.472,149767,279,18.64,17.708,19.572
A9010,Male,Liver,10yrs,298401,495,16.585,15.756,17.414,196992,300,15.209,14.448,15.969,80459,128,15.962,15.164,16.76,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Liver,10yrs,288663,370,12.823,12.182,13.464,205005,422,20.576,19.547,21.605,54492,73,13.439,12.767,14.111,22554,52,23.129,21.973,24.286,5194,,,,,1418,,,,
A9017,Male,Liver,10yrs,305440,405,13.272,12.608,13.936,137628,255,18.496,17.571,19.421,159196,378,23.732,22.546,24.919,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Liver,10yrs,301581,578,19.174,18.215,20.132,78547,140,17.857,16.964,18.75,211739,190,8.967,8.519,9.416,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Liver,10yrs,299120,262,8.772,8.334,9.211,178944,412,23.006,21.856,24.157,107536,188,17.483,16.609,18.357,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Liver,10yrs,295287,579,19.619,18.638,20.6,207017,227,10.962,10.414,11.51,66385,58,8.706,8.271,9.142,16037,20,12.577,11.949,13.206,4430,,,,,1418,,,,
Statewide,Both,Stomach,10yrs,45276693,51812,11.444,10.871,12.016,27625124,17424,6.307,5.992,6.623,14624771,9403,6.43,6.108,6.751,1941158,2023,10.422,9.901,10.943,781616,654,8.362,7.944,8.78,304024,192,6.328,6.012,6.644
A9010,Both,Stomach,10yrs,629987,461,7.317,6.951,7.683,416483,438,10.509,9.984,11.035,172988,174,10.044,9.542,10.546,22685,,,,,14872,,,,,2959,,,,
A9013,Both,Stomach,10yrs,579080,498,8.595,8.165,9.024,410189,307,7.494,7.119,7.869,112954,104,9.222,8.761,9.684,40491,39,9.745,9.258,10.232,12281,,,,,3165,,,,
A9017,Both,Stomach,10yrs,629599,389,6.171,5.863,6.48,275072,216,7.846,7.454,8.238,337339,312,9.234,8.773,9.696,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Stomach,10yrs,658806,445,6.751,6.413,7.088,163699,88,5.398,5.128,5.668,472971,403,8.514,8.088,8.94,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Stomach,10yrs,620709,534,8.601,8.171,9.032,366425,401,10.946,10.398,11.493,229364,106,4.612,4.382,4.843,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Stomach,10yrs,607227,550,9.064,8.611,9.517,419643,251,5.985,5.686,6.284,144412,122,8.482,8.058,8.906,29477,31,10.448,9.926,10.971,10801,,,,,2894,,,,
Statewide,Female,Stomach,10yrs,23144310,19047,8.23,7.818,8.641,14033249,8638,6.155,5.847,6.463,7675012,5012,6.53,6.203,6.856,885591,696,7.856,7.463,8.249,396201,356,8.982,8.532,9.431,154257,52,3.365,3.197,3.534
A9010,Female,Stomach,10yrs,331586,326,9.818,9.327,10.308,219491,98,4.449,4.227,4.672,92529,49,5.295,5.031,5.56,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Stomach,10yrs,290418,223,7.678,7.294,8.062,205185,204,9.954,9.456,10.451,58462,30,5.062,4.809,5.315,17937,18,9.998,9.498,10.498,7087,,,,,1747,,,,
A9017,Female,Stomach,10yrs,324159,213,6.577,6.248,6.906,137444,56,4.088,3.884,4.293,178143,80,4.509,4.284,4.735,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Stomach,10yrs,357225,118,3.295,3.13,3.46,85151,31,3.633,3.451,3.814,261232,99,3.801,3.611,3.991,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Stomach,10yrs,321590,256,7.971,7.572,8.369,187481,75,4.011,3.81,4.211,121828,55,4.549,4.322,4.776,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Stomach,10yrs,311939,278,8.926,8.48,9.372,212625,139,6.541,6.214,6.868,78027,33,4.167,3.958,4.375,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Stomach,10yrs,22132383,28188,12.736,12.099,13.373,13591875,16233,11.943,11.346,12.54,6949759,9292,13.37,12.702,14.039,1055567,899,8.519,8.093,8.945,385415,306,7.943,7.546,8.34,149767,178,11.917,11.321,12.512
A9010,Male,Stomach,10yrs,298401,415,13.918,13.222,14.614,196992,227,11.502,10.927,12.077,80459,77,9.594,9.114,10.073,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Stomach,10yrs,288663,328,11.359,10.791,11.927,205005,133,6.481,6.157,6.805,54492,35,6.454,6.131,6.776,22554,,,,,5194,,,,,1418,,,,
A9017,Male,Stomach,10yrs,305440,155,5.073,4.82,5.327,137628,141,10.244,9.732,10.756,159196,155,9.717,9.231,10.202,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Stomach,10yrs,301581,487,16.139,15.332,16.946,78547,72,9.171,8.712,9.629,211739,188,8.859,8.416,9.302,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Stomach,10yrs,299120,308,10.288,9.774,10.803,178944,219,12.22,11.609,12.831,107536,70,6.547,6.22,6.874,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Stomach,10yrs,295287,421,14.245,13.533,14.958,207017,304,14.661,13.928,15.394,66385,30,4.5,4.275,4.725,16037,,,,,4430,,,,,1418,,,,
Statewide,Both,Myeloma,10yrs,45276693,32416,7.159,6.802,7.517,27625124,11093,4.016,3.815,4.216,14624771,9318,6.371,6.053,6.69,1941158,2303,11.862,11.269,12.456,781616,1018,13.024,12.372,13.675,304024,318,10.466,9.942,10.989
A9010,Both,Myeloma,10yrs,629987,263,4.178,3.969,4.387,416483,613,14.717,13.981,15.453,172988,221,12.788,12.149,13.428,22685,30,13.118,12.462,13.774,14872,16,10.56,10.032,11.088,2959,,,,
A9013,Both,Myeloma,10yrs,579080,584,10.079,9.575,10.583,410189,524,12.763,12.124,13.401,112954,58,5.142,4.885,5.399,40491,49,12.072,11.468,12.675,12281,,,,,3165,,,,
A9017,Both,Myeloma,10yrs,629599,499,7.918,7.522,8.314,275072,405,14.72,13.984,15.456,337339,304,8.997,8.548,9.447,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Myeloma,10yrs,658806,590,8.954,8.506,9.401,163699,215,13.122,12.466,13.779,472971,398,8.417,7.996,8.837,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Myeloma,10yrs,620709,678,10.921,10.375,11.467,366425,230,6.279,5.965,6.593,229364,239,10.419,9.898,10.94,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Myeloma,10yrs,607227,688,11.328,10.761,11.894,419643,243,5.792,5.502,6.082,144412,145,10.044,9.542,10.546,29477,35,11.722,11.136,12.308,10801,,,,,2894,,,,
Statewide,Female,Myeloma,10yrs,23144310,12067,5.214,4.953,5.475,14033249,4772,3.4,3.23,3.57,7675012,8316,10.836,10.294,11.377,885591,617,6.964,6.616,7.312,396201,389,9.809,9.319,10.3,154257,201,13.031,12.379,13.683
A9010,Female,Myeloma,10yrs,331586,156,4.713,4.477,4.949,219491,178,8.128,7.722,8.535,92529,107,11.547,10.969,12.124,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Myeloma,10yrs,290418,168,5.791,5.501,6.081,205185,194,9.459,8.986,9.932,58462,44,7.611,7.231,7.992,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Myeloma,10yrs,324159,227,7.006,6.656,7.357,137444,119,8.654,8.221,9.086,178143,180,10.096,9.591,10.601,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Myeloma,10yrs,357225,457,12.803,12.163,13.444,85151,55,6.417,6.096,6.738,261232,292,11.186,10.627,11.745,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Myeloma,10yrs,321590,231,7.172,6.813,7.53,187481,239,12.737,12.1,13.373,121828,125,10.228,9.716,10.739,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Myeloma,10yrs,311939,236,7.554,7.176,7.931,212625,176,8.271,7.858,8.685,78027,23,2.949,2.802,3.097,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Myeloma,10yrs,22132383,15607,7.052,6.699,7.404,13591875,19227,14.146,13.439,14.853,6949759,9350,13.453,12.781,14.126,1055567,1263,11.969,11.371,12.568,385415,659,17.1,16.245,17.955,149767,130,8.656,8.223,9.088
A9010,Male,Myeloma,10yrs,298401,191,6.396,6.076,6.715,196992,296,15.048,14.296,15.801,80459,123,15.333,14.566,16.099,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Myeloma,10yrs,288663,341,11.819,11.228,12.41,205005,206,10.03,9.528,10.531,54492,30,5.43,5.158,5.701,22554,37,16.481,15.657,17.305,5194,,,,,1418,,,,
A9017,Male,Myeloma,10yrs,305440,494,16.157,15.35,16.965,137628,173,12.539,11.912,13.165,159196,82,5.161,4.903,5.419,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Myeloma,10yrs,301581,317,10.524,9.998,11.05,78547,41,5.195,4.935,5.455,211739,325,15.337,14.57,16.104,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Myeloma,10yrs,299120,381,12.741,12.104,13.378,178944,224,12.517,11.891,13.142,107536,173,16.134,15.327,16.941,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Myeloma,10yrs,295287,293,9.92,9.424,10.416,207017,285,13.75,13.063,14.438,66385,106,15.917,15.121,16.713,16037,26,16.407,15.587,17.228,4430,,,,,1418,,,,
Statewide,Both,Brain,10yrs,45276693,27921,6.167,5.858,6.475,27625124,13328,4.825,4.583,5.066,14624771,11647,7.964,7.566,8.362,1941158,1434,7.388,7.019,7.757,781616,423,5.417,5.146,5.688,304024,120,3.963,3.764,4.161
A9010,Both,Brain,10yrs,629987,283,4.484,4.26,4.709,416483,224,5.371,5.103,5.64,172988,68,3.951,3.754,4.149,22685,,,,,14872,,,,,2959,,,,
A9013,Both,Brain,10yrs,579080,388,6.703,6.368,7.038,410189,282,6.881,6.537,7.225,112954,42,3.722,3.536,3.908,40491,21,5.109,4.853,5.364,12281,,,,,3165,,,,
A9017,Both,Brain,10yrs,629599,323,5.129,4.873,5.386,275072,115,4.167,3.959,4.375,337339,224,6.629,6.298,6.961,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Brain,10yrs,658806,383,5.815,5.524,6.106,163699,131,8.03,7.628,8.431,472971,365,7.708,7.322,8.093,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Brain,10yrs,620709,410,6.605,6.275,6.936,366425,169,4.625,4.394,4.856,229364,193,8.414,7.994,8.835,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Brain,10yrs,607227,491,8.089,7.684,8.493,419643,177,4.215,4.004,4.426,144412,97,6.728,6.391,7.064,29477,18,6.146,5.839,6.454,10801,,,,,2894,,,,
Statewide,Female,Brain,10yrs,23144310,13248,5.724,5.438,6.01,14033249,4478,3.191,3.031,3.351,7675012,5468,7.124,6.768,7.481,885591,489,5.519,5.243,5.795,396201,241,6.077,5.773,6.38,154257,110,7.139,6.782,7.496
A9010,Female,Brain,10yrs,331586,116,3.507,3.332,3.682,219491,168,7.644,7.261,8.026,92529,28,3.016,2.865,3.167,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Brain,10yrs,290418,140,4.81,4.569,5.05,205185,66,3.211,3.051,3.372,58462,25,4.316,4.1,4.531,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Brain,10yrs,324159,243,7.487,7.113,7.862,137444,47,3.422,3.251,3.593,178143,53,2.965,2.817,3.113,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Brain,10yrs,357225,158,4.41,4.189,4.63,85151,31,3.608,3.427,3.788,261232,205,7.838,7.446,8.23,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Brain,10yrs,321590,198,6.149,5.842,6.457,187481,70,3.736,3.549,3.923,121828,93,7.661,7.278,8.044,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Brain,10yrs,311939,88,2.807,2.666,2.947,212625,138,6.493,6.169,6.818,78027,42,5.377,5.108,5.646,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Brain,10yrs,22132383,15141,6.841,6.499,7.183,13591875,10736,7.898,7.504,8.293,6949759,6857,9.867,9.373,10.36,1055567,1029,9.745,9.258,10.233,385415,154,3.983,3.784,4.182,149767,66,4.382,4.163,4.601
A9010,Male,Brain,10yrs,298401,335,11.238,10.676,11.8,196992,191,9.71,9.225,10.196,80459,38,4.728,4.491,4.964,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Brain,10yrs,288663,191,6.612,6.281,6.942,205005,73,3.551,3.373,3.729,54492,60,11.064,10.511,11.617,22554,17,7.386,7.017,7.756,5194,,,,,1418,,,,
